,index,queries,response,date
561,52,"Volodymyr Zelenskyy, Mike Turner, United States Congress, President of Ukraine, Kyiv",5,1900-07-01 20:00:00
562,11,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 10:00:00
563,49,"Federal Reserve System, Inflation, Jerome Powell, Monetary policy, Chair of the Federal Reserve of the United States",5,1900-07-08 10:00:00
564,68,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 10:00:00
565,51,"Joe Biden, Parkinson's disease, The White House, Neurology, Neurologist",5,1900-07-06 15:00:00
566,13,"Iran, Saeed Jalili, Presidential election, Masoud Pezeshkian",5,1900-07-06 01:00:00
567,42,"Joe Biden, George Stephanopoulos, Democratic Party, Donald Trump, ABC News",5,1900-07-06 01:00:00
568,60,"Hunter Biden, Fox News, Joe Biden, Mock trial",5,1900-07-06 01:00:00
569,0,"Hamas, Joe Biden, Israel, Democratic Party, The White House, Adam Schiff, Kamala Harris",5,1900-06-28 02:00:00
570,1,"Donald Trump, Joe Biden, Immigration",5,1900-06-28 02:00:00
571,3,"Candidate, Democratic Party",5,1900-06-28 02:00:00
572,4,"Donald Trump, Brian Kemp, Republican Party, Primary election, Georgia, Debate",5,1900-06-28 02:00:00
573,8,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5,1900-06-28 02:00:00
574,9,"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5,1900-06-28 02:00:00
575,11,"Donald Trump, Afghanistan, President of the United States, Reuters",5,1900-06-28 02:00:00
576,13,"Libertarian Party, Libertarianism, Presidential election, Donald Trump, John Stossel, Candidate",5,1900-06-28 02:00:00
577,14,"Democratic Party, George Latimer, Primary election, New York's 16th Congressional District, AIPAC",5,1900-06-28 02:00:00
578,15,"Gavin Newsom, California, State of the State address",5,1900-06-28 02:00:00
579,16,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 02:00:00
580,17,"Democratic Party, Republican Party",5,1900-06-28 02:00:00
581,19,"Ukraine, Joe Biden, Russia, CNN",5,1900-06-28 02:00:00
582,20,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 02:00:00
583,21,"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5,1900-06-28 02:00:00
584,23,"Iran, 2024, Presidential election",5,1900-06-28 02:00:00
585,1,"The Stonewall Inn, New York, Joe Biden, Stonewall National Monument, Stonewall riots",5,1900-06-28 16:00:00
586,2,"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5,1900-06-28 16:00:00
587,6,"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5,1900-06-28 16:00:00
588,7,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 16:00:00
589,14,"Supreme Court of the United States, Donald Trump, Riot",5,1900-06-28 16:00:00
590,16,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 16:00:00
591,17,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 16:00:00
592,30,"Wisconsin, Absentee ballot, Ballot",5,1900-06-28 16:00:00
593,47,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 16:00:00
594,58,"Indictment, Grant, National Institutes of Health, Alzheimer's disease",5,1900-06-28 16:00:00
595,62,"Iran, Joe Biden, Absentee ballot, Presidential election",5,1900-06-28 16:00:00
596,63,"Gavin Newsom, California, State of the State address",5,1900-06-28 16:00:00
597,66,Supreme Court of the United States,5,1900-06-28 16:00:00
598,72,"Alaska, Joe Biden, Bureau of Land Management",5,1900-06-28 16:00:00
599,74,"Bob Menendez, United States Senate, United States Senator",5,1900-06-28 16:00:00
600,75,"Absentee ballot, Early voting, Supreme Court of the United States",5,1900-06-28 16:00:00
601,83,"Inflation, Personal consumption expenditures price index, Federal Reserve System",5,1900-06-28 16:00:00
602,84,"Joe Biden, Debate, Donald Trump, Democratic Party, United States presidential debates",5,1900-06-28 16:00:00
603,91,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 16:00:00
604,2,"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5,1900-06-28 17:00:00
605,7,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 17:00:00
606,9,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 17:00:00
607,18,"Virginia, Virginia House of Delegates, Repeal, ex-serviceman, Glenn Youngkin",5,1900-06-28 17:00:00
608,19,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 17:00:00
609,31,"Supreme Court of the United States, Donald Trump",5,1900-06-28 17:00:00
610,39,"Donald Trump, Republican Party, The Heritage Foundation",5,1900-06-28 17:00:00
611,42,"Wisconsin, Absentee ballot, Ballot",5,1900-06-28 17:00:00
612,43,"Iran, National Council of Resistance of Iran, Maryam Rajavi, People's Mojahedin Organization of Iran, 2024",5,1900-06-28 17:00:00
613,59,"Felony, Donald Trump, Criminal record, Law",5,1900-06-28 17:00:00
614,60,"Stock, Japanese Yen, Federal Reserve System, Stock market, Joe Biden, France",5,1900-06-28 17:00:00
615,65,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 17:00:00
616,69,"Republican Party, Joe Biden, House Republican Conference, Veto",5,1900-06-28 17:00:00
617,84,"California, Government budget, Gavin Newsom, Health care, Wage",5,1900-06-28 17:00:00
618,93,"Absentee ballot, Early voting, Supreme Court of the United States",5,1900-06-28 17:00:00
619,97,Supreme Court of the United States,5,1900-06-28 17:00:00
620,2,"Candidate, Democratic Party",5,1900-06-28 03:00:00
621,3,"Joe Biden, Debate, Donald Trump, Republican Party, Geoff Duncan, Democratic Party",5,1900-06-28 03:00:00
622,7,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 03:00:00
623,10,"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5,1900-06-28 03:00:00
624,12,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5,1900-06-28 03:00:00
625,13,"Democratic Party, George Latimer, Primary election, New York's 16th Congressional District, AIPAC",5,1900-06-28 03:00:00
626,14,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 03:00:00
627,16,"United States presidential debates, Debate, Stock, Asia–Pacific, China",5,1900-06-28 03:00:00
628,17,"Donald Trump, Afghanistan, President of the United States, Reuters",5,1900-06-28 03:00:00
629,18,"Libertarian Party, Libertarianism, Presidential election, Donald Trump, John Stossel, Candidate",5,1900-06-28 03:00:00
630,4,"Joe Biden, Air Force One, Medicine, President of the United States, Laura Loomer, Medical emergency",5,1900-07-06 00:00:00
631,23,"Joe Biden, George Stephanopoulos, Democratic Party, Donald Trump, ABC News",5,1900-07-06 00:00:00
632,41,"Iran, Saeed Jalili, Presidential election, Masoud Pezeshkian",5,1900-07-06 00:00:00
633,49,"Hunter Biden, Fox News, Joe Biden, Mock trial",5,1900-07-06 00:00:00
634,23,"Cori Bush, Antisemitism, Rabbi, Israel, Democratic Party, Chief Rabbi, X",5,1900-07-06 14:00:00
635,33,"Joe Biden, The White House, Parkinson's disease, Neurology, Neurologist",5,1900-07-06 14:00:00
636,12,"Inflation, Jerome Powell, Federal Reserve System, Stock",5,1900-07-08 11:00:00
637,14,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 11:00:00
638,45,"Joe Biden, Up First, Democratic Party, National Public Radio, Olympic Games",5,1900-07-08 11:00:00
639,61,"USPS, United States Postal Service",5,1900-07-08 11:00:00
640,67,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-08 11:00:00
641,69,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 11:00:00
642,73,"Republican Party, Donald Trump, Abortion",5,1900-07-08 11:00:00
643,0,"Greg Abbott, Taiwan, Governor of Texas",5,1900-07-08 05:00:00
644,2,"Organ transplantation, Kidney transplantation, Illegal immigration, United States district court",5,1900-07-08 05:00:00
645,7,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 05:00:00
646,61,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-08 05:00:00
647,105,"Marshawn Lynch, Gavin Newsom, Podcast, NFL, Seattle Seahawks",5,1900-07-08 05:00:00
648,124,"Ken Paxton, Mexico-United States border, Texas Attorney General, El Paso",5,1900-07-08 05:00:00
649,131,"Iran, Protest, Strike action, Justice, Economics, National Council of Resistance of Iran",5,1900-07-08 05:00:00
650,135,"Joe Biden, Heat wave",5,1900-07-08 05:00:00
651,8,"Joe Biden, Supreme Court of the United States, Donald Trump",5,1900-07-01 21:00:00
652,17,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-01 21:00:00
653,22,"Francis Scott Key Bridge, The White House, Baltimore, United States Congress, Joe Biden, Disaster",5,1900-07-01 21:00:00
654,35,Supreme Court of the United States,5,1900-07-01 21:00:00
655,38,"Supreme Court of the United States, Lindsey Graham, Democratic Party, United States Senate, Republican Party",5,1900-07-01 21:00:00
656,52,"Supreme Court of the United States, Voting Rights Act of 1965, Arkansas, Legal case",5,1900-07-01 21:00:00
657,53,"Hunter Biden, Admission to practice law, Joe Biden, Law, New trial",5,1900-07-01 21:00:00
658,58,"Jeffrey Epstein, Grand jury",5,1900-07-01 21:00:00
659,64,"Abortion, Iowa, Supreme Court of the United States",5,1900-07-01 21:00:00
660,66,"PBS NewsHour, 2024",5,1900-07-01 21:00:00
661,71,"California, Law, Gavin Newsom",5,1900-07-01 21:00:00
662,72,"United States Capitol, Riot, Law enforcement, Felony",5,1900-07-01 21:00:00
663,14,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 05:00:00
664,66,"2024, General election, National Rally",5,1900-07-04 05:00:00
665,121,"Joe Biden, Liquefied natural gas, United States federal judge",5,1900-07-04 05:00:00
666,5,"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5,1900-07-03 18:00:00
667,33,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 11:00:00
668,45,"Joe Biden, George Stephanopoulos, ABC News, This Week, Interview, Democratic Party, ABC World News Tonight",5,1900-07-04 20:00:00
669,25,"Joe Biden, George Stephanopoulos, ABC News, This Week, Interview, ABC World News Tonight, Democratic Party",5,1900-07-04 08:00:00
670,41,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 08:00:00
671,13,"Stormy Daniels, Donald Trump, Rachel Maddow, Hush money",5,1900-07-03 01:00:00
672,55,"Joe Biden, Michelle Obama, Democratic Party, Barack Obama",5,1900-07-03 01:00:00
673,77,"Tornado, Michigan, National Weather Service, Livonia, Rashida Tlaib, Tornado warning, National Oceanic and Atmospheric Administration, June 5, Extreme weather, Debbie Dingell",5,1900-07-03 01:00:00
674,96,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-03 01:00:00
675,100,"Labour Party, Keir Starmer, Asylum seeker, Conservative Party, Rishi Sunak",5,1900-07-03 01:00:00
676,5,"White House Press Secretary, Karine Jean-Pierre, LGBT pride, Joe Biden",5,1900-07-03 15:00:00
677,14,"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Kamala Harris, Republican Party, Vice President of the United States, Democratic Party",5,1900-07-03 15:00:00
678,16,"Joe Biden, Gaza Strip, Israel, Gaza, Resignation",5,1900-07-03 15:00:00
679,17,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 08:00:00
680,26,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 08:00:00
681,35,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-08 08:00:00
682,46,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-08 08:00:00
683,55,"Greg Abbott, Taiwan, Governor of Texas",5,1900-07-08 08:00:00
684,62,"Joe Biden, Karine Jean-Pierre, White House Press Secretary",5,1900-07-08 08:00:00
685,67,"Bob Menendez, United States Senator",5,1900-07-08 08:00:00
686,5,"Supreme Court of the United States, Donald Trump",5,1900-07-01 10:00:00
687,24,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-01 10:00:00
688,47,"Joe Biden, Simone Biles, National Public Radio, Olympic Games, Debate, Up First, Morning Edition, Michel Martin",5,1900-07-01 10:00:00
689,50,"Europe, Terrorism, United States Armed Forces, Force protection condition, United States European Command",5,1900-07-01 10:00:00
690,0,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 11:00:00
691,3,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 11:00:00
692,17,Supreme Court of the United States,5,1900-07-01 11:00:00
693,20,"Supreme Court of the United States, Associated Press",5,1900-07-01 11:00:00
694,29,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-01 11:00:00
695,39,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 11:00:00
696,48,"Overtime, United States Department of Labor, Joe Biden, Employee, Fair Labor Standards Act",5,1900-07-01 11:00:00
697,12,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 09:00:00
698,29,"Greg Abbott, Dan Patrick, Acting governor, Lieutenant Governor of Texas",5,1900-07-08 09:00:00
699,48,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-08 09:00:00
700,49,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-08 09:00:00
701,68,"Greg Abbott, Taiwan, Governor of Texas",5,1900-07-08 09:00:00
702,6,"Joe Biden, Gavin Newsom, Democratic Party, California, West Michigan, Bucks County, Kamala Harris",5,1900-07-03 14:00:00
703,11,"United States Senator, Jon Ossoff, Georgia State Senate, Indian Americans, Democratic Party, India, United States Senate, Candidate, State legislature",5,1900-07-03 14:00:00
704,17,"Joe Biden, Gaza Strip, Israel, Gaza, Resignation",5,1900-07-03 14:00:00
705,20,"Freedom of speech, First Amendment to the United States Constitution, The New York Times, Supreme Court of the United States, Op-ed, Joe Biden",5,1900-07-03 14:00:00
706,0,"Independence Day (United States), St. Louis, Protest, Parade, Safety",5,1900-07-04 09:00:00
707,32,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 09:00:00
708,35,"Joe Biden, George Stephanopoulos, ABC News, This Week, Interview, ABC World News Tonight, Democratic Party",5,1900-07-04 09:00:00
709,46,"Joe Biden, Michelle Obama, Democratic Party, Barack Obama",5,1900-07-03 00:00:00
710,51,"Indigenous peoples, Native Americans in the United States, Independence Day (United States), Navajo, July 4, Discovery doctrine",5,1900-07-03 00:00:00
711,60,"Tornado, Michigan, National Weather Service, Livonia, Rashida Tlaib, Tornado warning, National Oceanic and Atmospheric Administration, June 5, Extreme weather, Debbie Dingell",5,1900-07-03 00:00:00
712,63,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-03 00:00:00
713,38,"Conservative Party, Rishi Sunak, Steve Baker, Kemi Badenoch, Leadership",5,1900-07-04 21:00:00
714,32,"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5,1900-07-04 23:00:00
715,11,"Jen Psaki, Afghanistan, Joe Biden, White House Press Secretary, Republican Party",5,1900-07-03 16:00:00
716,20,"Joe Biden, Donald Trump, Stock market, Finance",5,1900-07-03 16:00:00
717,18,"Stormy Daniels, Donald Trump, Rachel Maddow, Hush money, MSNBC",5,1900-07-03 02:00:00
718,43,"Joe Biden, Michelle Obama, Democratic Party, Barack Obama",5,1900-07-03 02:00:00
719,89,"Ukraine, Aid, United States House of Representatives",5,1900-07-03 02:00:00
720,91,"California, Democratic Party, Gavin Newsom, Ballot",5,1900-07-03 02:00:00
721,92,"Joe Biden, Gender-affirming surgery, World Professional Association for Transgender Health, Gender",5,1900-07-03 02:00:00
722,1,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 13:00:00
723,6,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 13:00:00
724,12,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 13:00:00
725,14,"Supreme Court of the United States, Corruption",5,1900-07-01 13:00:00
726,15,"Supreme Court of the United States, Law",5,1900-07-01 13:00:00
727,21,Supreme Court of the United States,5,1900-07-01 13:00:00
728,29,"Supreme Court of the United States, Georgia Public Service Commission, Georgia",5,1900-07-01 13:00:00
729,31,"Supreme Court of the United States, SCOTUSblog, July 1, 2024",5,1900-07-01 13:00:00
730,40,"Supreme Court of the United States, Associated Press",5,1900-07-01 13:00:00
731,43,"California, Law, Gavin Newsom",5,1900-07-01 13:00:00
732,3,"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5,1900-06-28 19:00:00
733,12,"Democratic National Convention, Chicago, Democratic Party, Protest, United Center",5,1900-06-28 19:00:00
734,18,"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5,1900-06-28 19:00:00
735,27,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 19:00:00
736,29,"Tarrant County, Indictment, jailer, Prisoner, Bill Waybourn",5,1900-06-28 19:00:00
737,47,"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Republican Party, Kamala Harris, Vice President of the United States, Democratic Party",5,1900-06-28 19:00:00
738,48,"Lloyd Austin, Derek H. Chollet, Antony Blinken, United States Department of Defense, The Pentagon, Joe Biden, Chief of staff",5,1900-06-28 19:00:00
739,52,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 19:00:00
740,63,"Supreme Court of the United States, Donald Trump",5,1900-06-28 19:00:00
741,68,"Francis Scott Key Bridge, Baltimore, The White House, United States Congress, Disaster, Joe Biden",5,1900-06-28 19:00:00
742,69,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 19:00:00
743,77,"Michigan, Government budget, Gretchen Whitmer",5,1900-06-28 19:00:00
744,82,"Mark Cuban, Joe Biden, Donald Trump, Debate, Dallas Mavericks",5,1900-06-28 19:00:00
745,89,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 19:00:00
746,93,"Hunter Biden, Admission to practice law, Joe Biden, Law, New trial",5,1900-06-28 19:00:00
747,94,"Iran, Presidential election, Ebrahim Raisi",5,1900-06-28 19:00:00
748,95,Supreme Court of the United States,5,1900-06-28 19:00:00
749,11,"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5,1900-06-28 18:00:00
750,15,"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5,1900-06-28 18:00:00
751,27,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 18:00:00
752,32,"Steve Bannon, Supreme Court of the United States, Donald Trump, Contempt of Congress",5,1900-06-28 18:00:00
753,47,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 18:00:00
754,51,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 18:00:00
755,56,"Virginia, Virginia House of Delegates, Repeal, Tuition payments, ex-serviceman",5,1900-06-28 18:00:00
756,62,"Iran, Presidential election, Ebrahim Raisi",5,1900-06-28 18:00:00
757,70,"Hunter Biden, Admission to practice law, Joe Biden, Law, New trial",5,1900-06-28 18:00:00
758,84,"Francis Scott Key Bridge, Baltimore, The White House, Disaster, United States Congress, Joe Biden",5,1900-06-28 18:00:00
759,87,"Lloyd Austin, Derek H. Chollet, Antony Blinken, United States Department of Defense, The Pentagon, Joe Biden, Chief of staff",5,1900-06-28 18:00:00
760,97,"Israel, United Nations Security Council, Gaza Strip, Gaza, Palestinians, Palestine",5,1900-06-28 18:00:00
761,2,"Joe Biden, Supreme Court of the United States, Donald Trump, Mar-a-Lago Club",5,1900-07-01 12:00:00
762,11,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 12:00:00
763,15,"Supreme Court of the United States, SCOTUSblog, July 1",5,1900-07-01 12:00:00
764,21,"Supreme Court of the United States, Law",5,1900-07-01 12:00:00
765,23,Supreme Court of the United States,5,1900-07-01 12:00:00
766,24,"Supreme Court of the United States, Associated Press",5,1900-07-01 12:00:00
767,27,"Supreme Court of the United States, Corruption",5,1900-07-01 12:00:00
768,43,"Supreme Court of the United States, Georgia Public Service Commission, Georgia",5,1900-07-01 12:00:00
769,25,"Stormy Daniels, Donald Trump, Rachel Maddow, Hush money, MSNBC",5,1900-07-03 03:00:00
770,37,"United States Department of Homeland Security, Immigration, China",5,1900-07-03 03:00:00
771,1,"Israel, Benjamin Netanyahu, Isaac Herzog, Independence Day (United States), July 4",5,1900-07-03 17:00:00
772,14,"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5,1900-07-03 17:00:00
773,18,"Jen Psaki, Afghanistan, Joe Biden, White House Press Secretary, Republican Party",5,1900-07-03 17:00:00
774,22,"Liberal Democrats, Ed Davey, Conservative Party, Liberalism",5,1900-07-04 22:00:00
775,6,"Joe Biden, Gavin Newsom, Democratic Party, Michigan, Bucks County",5,1900-07-03 13:00:00
776,10,"United States Senator, Jon Ossoff, Georgia State Senate, Indian Americans, Democratic Party, India, United States Senate, Candidate, State legislature",5,1900-07-03 13:00:00
777,11,"Freedom of speech, First Amendment to the United States Constitution, The New York Times, Supreme Court of the United States, Op-ed, Joe Biden",5,1900-07-03 13:00:00
778,13,"West Virginia, Jim Justice, Irene Berger, Mark Sorsaia",5,1900-07-03 13:00:00
779,30,"The White House, Joe Biden, Medal of Honor, President of the United States",5,1900-07-03 13:00:00
780,36,"Pennsylvania, Government budget, Josh Shapiro, Fiscal year",5,1900-07-03 13:00:00
781,43,"Joe Biden, Gaza Strip, Israel, Gaza, Resignation",5,1900-07-03 13:00:00
782,44,"Nancy Pelosi, Nvidia, Broadcom Inc, Stock market, NASDAQ:NVDA, NASDAQ:AVGO",5,1900-07-03 13:00:00
783,52,"Joe Biden, Democratic Party, Kamala Harris, Gavin Newsom, Vice President of the United States",5,1900-07-03 07:00:00
784,59,"Catholic Church, General election, Bishop",5,1900-07-03 07:00:00
785,12,"Jeffrey Epstein, Grand jury",5,1900-07-01 16:00:00
786,15,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 16:00:00
787,36,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 16:00:00
788,43,"Supreme Court of the United States, Corruption",5,1900-07-01 16:00:00
789,0,"Joe Biden, United States presidential debates, Donald Trump, Debate, National Public Radio, Generation Z",5,1900-06-28 08:00:00
790,1,"Reuters, Democratic Party, Atlanta, Candidate",5,1900-06-28 08:00:00
791,2,"Benjamin Netanyahu, United States Congress, Israel, Democratic Party, Joe Biden, Prime Minister of Israel",5,1900-06-28 08:00:00
792,7,"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5,1900-06-28 20:00:00
793,18,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 20:00:00
794,39,"Joe Biden, Twenty-fifth Amendment to the United States Constitution, Kamala Harris, Republican Party, Vice President of the United States, Democratic Party",5,1900-06-28 20:00:00
795,40,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 20:00:00
796,47,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 20:00:00
797,51,"Lloyd Austin, Derek H. Chollet, Antony Blinken, United States Department of Defense, The Pentagon, Joe Biden, Chief of staff",5,1900-06-28 20:00:00
798,60,"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5,1900-06-28 20:00:00
799,72,"PBS NewsHour, 2024",5,1900-06-28 20:00:00
800,86,"Michigan, Government budget, Gretchen Whitmer",5,1900-06-28 20:00:00
801,27,"Joe Biden, Protest, New York City Police Department, Jill Biden",5,1900-06-28 21:00:00
802,30,"The Stonewall Inn, Joe Biden, New York, Stonewall National Monument, Stonewall riots",5,1900-06-28 21:00:00
803,60,"Merrick Garland, Republican Party, Joe Biden, United States House of Representatives, Robert Kyoung Hur",5,1900-06-28 21:00:00
804,62,"Pension, Democratic Party, Pension fund, Bob Casey Jr., Joe Biden",5,1900-06-28 21:00:00
805,68,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 21:00:00
806,76,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 21:00:00
807,0,"Donald Trump, Joe Biden, Debate, Inflation, United States presidential debates",5,1900-06-28 09:00:00
808,1,"Candidate, Democratic Party",5,1900-06-28 09:00:00
809,3,"Pension, Democratic Party, Pension fund, Bob Casey Jr., Joe Biden",5,1900-06-28 09:00:00
810,4,"Inflation, Personal consumption expenditures price index, Federal Reserve System",5,1900-06-28 09:00:00
811,5,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 09:00:00
812,9,"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5,1900-06-28 09:00:00
813,10,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 09:00:00
814,11,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate, Plymouth",5,1900-06-28 09:00:00
815,13,"California, Gavin Newsom, United States Congress, Democratic Party",5,1900-06-28 09:00:00
816,17,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 09:00:00
817,5,"Jeffrey Epstein, Grand jury",5,1900-07-01 17:00:00
818,22,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 17:00:00
819,33,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 17:00:00
820,47,"Supreme Court of the United States, Law",5,1900-07-01 17:00:00
821,23,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-03 06:00:00
822,75,"Health care fraud, United States Department of Justice",5,1900-07-03 06:00:00
823,13,"Joe Biden, Democratic Party, Kamala Harris, Gavin Newsom, Vice President of the United States",5,1900-07-03 12:00:00
824,20,"United States Senator, Jon Ossoff, Georgia State Senate, Indian Americans, Democratic Party, India, United States Senate, Candidate, State legislature",5,1900-07-03 12:00:00
825,16,"Forensic science, National Forensic Sciences University, Government of Haryana, Amit Shah, Memorandum of understanding, Manohar Lal Khattar",5,1900-07-03 04:00:00
826,47,"United States Department of Homeland Security, Immigration, China",5,1900-07-03 04:00:00
827,50,"Taiwan, Reuters, Loitering munition, AeroVironment Switchblade, Military aid, United States House of Representatives",5,1900-07-03 04:00:00
828,6,"General election, Exit poll, Liberal Democrats, West Sussex, Labour Party",5,1900-07-04 19:00:00
829,27,"International Criminal Court, Israel, Benjamin Netanyahu, Warrant, United Kingdom",5,1900-07-04 19:00:00
830,17,"Joe Biden, Democratic Party, Kamala Harris",5,1900-07-03 10:00:00
831,2,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 15:00:00
832,21,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 15:00:00
833,33,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 15:00:00
834,35,"Supreme Court of the United States, Law",5,1900-07-01 15:00:00
